Coal Rank,Generation Region,Generator Type,Include Infrastructure Emissions?,mix,efficiency,flows,value,unit,direction,type,source,data location
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,pm10,1.95E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,pm2.5,5.68E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,sox,4.28E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,bc,2.44E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,oc,4.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,co2,9.82E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,voc,1.17E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,co,9.65E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,nox,6.27E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,pm10,2.40E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,pm2.5,1.44E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,sox,1.62E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,bc,6.20E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,oc,1.17E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,No,97%Boiler_3%IGCC,34.80%,co2,9.81E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,voc,1.25E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,co,1.02E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,nox,6.28E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,pm10,2.40E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,pm2.5,1.44E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,sox,1.62E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,bc,6.20E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,oc,1.17E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Mix,Yes,97%Boiler_3%IGCC,34.80%,co2,9.82E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,voc,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,co,2.04E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,nox,2.85E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,pm10,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,pm2.5,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,sox,8.96E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,bc,5.07E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,oc,9.56E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,ch4,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,n2o,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,No,,22.50%,co2,1.52E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,voc,2.48E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,co,2.09E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,nox,2.85E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,pm10,1.19E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,pm2.5,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,sox,8.97E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,bc,5.08E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,oc,9.57E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,ch4,1.73E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,n2o,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Boiler,Yes,,22.50%,co2,1.52E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,No,,39.00%,co2,8.75E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,nox,2.36E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,IGCC,Yes,,39.00%,co2,8.76E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,voc,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,co,2.04E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,nox,2.85E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,pm10,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,pm2.5,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,sox,8.96E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,bc,5.07E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,oc,9.56E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,ch4,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,n2o,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,No,100%Boiler_0%IGCC,22.50%,co2,1.52E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,voc,2.48E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,co,2.09E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,nox,2.85E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,pm10,1.19E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,pm2.5,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,sox,8.97E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,bc,5.08E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,oc,9.57E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,ch4,1.73E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,n2o,2.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),HICC,Mix,Yes,100%Boiler_0%IGCC,22.50%,co2,1.52E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = HICC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,voc,1.90E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,co,1.56E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,nox,1.39E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,pm10,1.39E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,pm2.5,1.10E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,sox,3.32E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,bc,4.73E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,oc,8.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,No,,34.40%,co2,9.92E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = MRO
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),MRO,Boiler,Yes,,34.40%,voc,1.98E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = MRO
